sale_date,sku,product_name,category,brand,store_name,city,region,supplier_name,supplier_country,quantity,unit_price
2023-03-14,SKU-015,Rotisserie Chicken,Deli,In-store,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,36,16.94
2024-04-04,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,21,13.61
2024-07-09,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,5,16.94
2024-01-03,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,15,2.57
2025-08-10,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,19,16.7
2025-07-24,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,1,18.93
2024-05-11,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,30,18.93
2024-05-17,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,10,3.99
not-a-date,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,41,22.51
2024-09-21,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,7,16.7
2023-05-03,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,10,7.12
2025-11-30,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,27,2.57
2023-07-15,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,33,17.55
2023-05-08,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,28,6.56
2024-06-18,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,21,8.32
2024-10-13,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,29,22.51
2023-08-12,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,10,2.57
2025-04-12,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,8,3.99
2024-09-23,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,30,2.6
2024-09-15,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,46,2.57
2023-10-31,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,6,16.7
2023-04-11,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,44,17.55
2025-04-08,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,29,6.56
2025-08-04,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,7,11.69
2023-05-07,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,50,8.32
2025-02-01,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,44,8.32
2024-06-14,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,5,7.02
2023-09-21,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,6,-2.57
2025-06-06,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,47,3.99
2023-12-20,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,23,16.7
2025-07-02,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,10,8.32
2024-08-27,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,32,2.68
2023-06-29,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,18,11.69
2024-05-25,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,41,22.51
2025-01-05,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,31,11.69
2025-10-25,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,21,3.99
2024-03-24,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,2,8.32
2025-08-24,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,34,2.6
2023-07-25,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,16,2.68
2024-03-25,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,37,18.93
2023-12-22,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,12,2.6
2023-02-27,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,46,17.55
2024-01-21,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,32,2.68
2023-07-04,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,4,8.32
2025-09-05,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,1,7.12
2024-11-28,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,46,2.68
2023-02-14,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,10,2.6
2025-12-13,SKU-015,Rotisserie Chicken,Deli,In-store,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,24,16.94
2023-07-26,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,22,17.55
2025-09-24,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,42,8.32
2024-12-31,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,15,13.61
2024-09-20,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,47,6.56
2025-03-12,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,50,8.32
2024-10-13,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,40,16.7
2023-10-16,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,22,2.68
2023-12-10,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,41,7.12
2025-07-03,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,1,2.57
2024-12-18,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,17,7.12
2025-03-01,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,29,13.61
2025-02-14,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,23,8.32
2024-04-06,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,11,2.57
2023-02-11,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,21,2.6
2023-12-15,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,25,2.57
2024-11-23,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,39,2.57
2025-06-02,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,42,16.94
2023-04-20,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,7,16.94
2024-06-27,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,43,7.12
2025-03-15,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,37,7.12
2025-01-08,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,1,3.99
2025-09-10,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,13,18.93
2023-06-17,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,31,7.12
2025-09-28,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,43,18.93
2024-01-14,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,24,7.02
2023-04-02,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,17,17.55
2023-05-07,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,10,18.93
2024-12-05,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,35,7.02
2023-05-05,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,25,2.6
2024-04-27,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,31,22.51
2025-10-25,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,37,22.51
2023-10-29,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,8,2.6
2024-03-09,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,13,3.99
2024-02-18,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,41,22.51
2023-05-18,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,6,2.68
2024-07-19,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,34,22.51
2025-12-06,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,27,6.56
2023-07-25,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,7,8.32
2024-12-05,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,27,2.57
2025-08-26,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,3,7.02
2025-04-02,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,3,22.51
2023-04-11,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,48,16.94
2024-11-22,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,20,18.93
2024-04-11,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,9,6.56
2024-07-05,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,47,13.61
2025-06-23,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,14,7.02
2025-11-23,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,24,22.51
2024-09-29,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,46,11.69
2023-03-01,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,12,8.32
2024-05-25,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,3,6.56
2024-07-15,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,24,16.94
2023-03-04,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,16,11.69
2025-08-29,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,38,2.68
2023-07-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,19,17.55
2024-03-14,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,-4,16.7
2023-01-19,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,31,22.51
2023-01-18,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,15,7.02
2025-05-17,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,25,2.6
2025-08-13,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,20,3.99
2023-07-29,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,1,6.56
2024-08-01,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,20,7.02
2024-07-20,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,41,3.99
2024-01-21,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,10,18.93
2025-04-07,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,43,7.12
2025-10-15,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,19,8.32
2023-03-14,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,38,22.51
2024-03-31,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,44,2.68
2025-11-04,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,20,2.6
2024-01-06,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,19,6.56
2024-01-10,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,44,8.32
2024-12-28,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,15,7.02
2025-01-31,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,17,18.93
2023-04-20,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,41,3.99
2024-02-03,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,33,2.68
2024-09-03,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,27,7.02
2024-02-15,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,22,6.56
2024-10-09,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,46,2.68
2023-12-29,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,21,2.57
2024-03-04,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,49,16.7
2023-06-30,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,9,2.68
2025-05-28,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,31,7.02
2025-02-03,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,1,16.7
2023-02-06,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,44,2.6
2024-12-06,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,-2,13.61
2023-05-14,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,3,2.68
2025-12-09,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,22,18.93
2025-09-30,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,23,7.02
2024-04-12,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,15,8.32
2025-10-30,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,11,8.32
2025-02-07,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,41,13.61
2023-04-09,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,43,11.69
2023-08-26,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,27,6.56
2025-08-29,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,45,2.57
2024-09-08,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,27,13.61
2023-10-08,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,27,7.02
2023-08-30,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,19,2.57
2024-02-14,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,50,2.57
2025-04-19,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,19,11.69
2025-09-11,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,22,11.69
2023-08-15,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,37,16.7
2023-06-03,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,47,8.32
2025-07-24,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,19,16.94
2023-03-22,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,19,16.7
2023-08-26,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,7,7.02
2023-10-11,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,43,16.94
2024-07-03,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,47,17.55
2023-08-22,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,26,6.56
2025-09-06,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,27,3.99
2023-09-29,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,45,2.6
2025-05-02,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,38,6.56
2024-01-07,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,40,2.68
2023-09-25,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,31,17.55
2023-04-05,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,5,2.57
2024-04-03,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,43,17.55
2023-07-15,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,28,11.69
2025-02-27,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,10,7.12
2023-01-24,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,42,11.69
2023-12-05,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,5,11.69
2024-07-23,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,4,17.55
2025-04-05,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,16,11.69
2023-06-30,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,32,3.99
2023-07-30,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,26,2.57
2023-07-06,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,39,11.69
2024-02-28,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,42,7.02
2024-04-01,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,30,17.55
2025-08-26,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,46,2.6
2023-07-19,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,49,13.61
2024-08-20,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,36,16.7
2023-12-03,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,32,13.61
2023-08-08,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,17,13.61
2024-03-17,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,30,7.12
2023-08-09,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,49,7.12
2023-09-10,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,50,16.94
2025-10-29,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,9,3.99
2025-06-05,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,38,16.7
2023-12-22,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,47,11.69
